Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages",Echelon,Death rate in ongoing conflicts in a country (best estimate) - Conflict type: all,terr_contr_vdem_owid,terr_contr_vdem_high_owid,terr_contr_vdem_low_owid
Myanmar,MMR,2012,2.8595219,Low,1.65677,76.9,81.353,71.847
Myanmar,MMR,2013,2.4443054,Low,0.6791931,77.9,82.06,72.74
Myanmar,MMR,2014,2.408344,Low,0.4053067,77.9,82.06,72.74
Myanmar,MMR,2015,2.5289435,Low,1.2683563,77.5,81.986,72.014
Myanmar,MMR,2016,2.5803418,Low,0.30062234,77.778,82.746,71.699
Myanmar,MMR,2017,2.6621614,Low,4.553596,84.111,85.883,82.339
Myanmar,MMR,2018,2.7569962,Low,0.1974708,81.714,83.993,79.436
Myanmar,MMR,2019,2.863865,Low,1.052032,77.833,80.993,74.674
Myanmar,MMR,2020,2.94067,Low,0.29762352,77.667,80.7,74.633
Myanmar,MMR,2021,28.437815,Very High,3.1395168,61.75,69.454,54.046
Namibia,NAM,1990,,,0.0,97.75,99.16,96.34
Namibia,NAM,1991,,,0.0,97.75,99.16,96.34
Namibia,NAM,1992,,,0.0,97.75,99.16,96.34
Namibia,NAM,1993,,,0.0,97.75,99.16,96.34
Namibia,NAM,1994,,,0.0,97.75,99.16,96.34
Namibia,NAM,1995,23.234512,Very High,0.0,97.75,99.16,96.34
Namibia,NAM,1996,21.393078,Very High,0.0,97.75,99.16,96.34
Namibia,NAM,1997,19.312065,High,0.0,97.75,99.16,96.34
Namibia,NAM,1998,23.445335,Very High,0.0,97.75,99.16,96.34
Namibia,NAM,1999,21.31276,Very High,0.056234114,97.75,99.16,96.34
Namibia,NAM,2000,20.88898,Very High,3.353218,97.75,99.16,96.34
Namibia,NAM,2001,19.015272,High,0.0,97.75,99.16,96.34
Namibia,NAM,2002,18.321177,High,0.0,97.75,99.16,96.34
Namibia,NAM,2003,,,0.0,97.75,99.16,96.34
Namibia,NAM,2004,18.14989,High,0.0,97.75,99.16,96.34
Namibia,NAM,2005,,,0.0,97.75,99.16,96.34
Namibia,NAM,2006,,,0.0,97.75,99.16,96.34
Namibia,NAM,2007,,,0.0,97.75,99.16,96.34
Namibia,NAM,2008,17.36527,High,0.0,97.75,99.16,96.34
Namibia,NAM,2009,18.76282,High,0.0,97.75,99.16,96.34
Namibia,NAM,2010,14.957577,High,0.0,97.75,99.16,96.34
Namibia,NAM,2011,14.444222,High,0.0,97.75,99.16,96.34
Namibia,NAM,2012,17.901054,High,0.0,97.75,99.16,96.34
Namibia,NAM,2013,,,0.0,97.25,98.957,95.043
Namibia,NAM,2014,,,0.0,97.25,98.957,95.043
Namibia,NAM,2015,,,0.0,97.25,98.957,95.043
Namibia,NAM,2016,,,0.0,97.25,98.957,95.043
Namibia,NAM,2017,,,0.0,96.25,98.437,94.063
Namibia,NAM,2018,19.7865,High,0.0,96.167,98.517,93.483
Namibia,NAM,2019,13.038265,High,0.0,96.333,98.727,93.607
Namibia,NAM,2020,12.173084,High,0.0,95.5,97.756,92.91
Namibia,NAM,2021,12.449852,High,0.0,94.8,97.363,91.837
Nepal,NPL,1990,1.8046005,Very Low,0.0,94.6,97.903,91.297
Nepal,NPL,1991,,,0.009935038,96.6,98.274,94.926
Nepal,NPL,1992,,,0.0,96.6,98.274,94.926
Nepal,NPL,1993,,,0.0,96.6,98.274,94.926
Nepal,NPL,1994,,,0.0,96.6,98.274,94.926
Nepal,NPL,1995,,,0.0,94.6,96.418,92.782
Nepal,NPL,1996,,,0.31162256,94.6,96.418,92.782
Nepal,NPL,1997,2.4731803,Low,0.17204729,76.0,85.265,66.735
Nepal,NPL,1998,2.742231,Low,1.5018986,74.083,79.972,67.361
Nepal,NPL,1999,2.609435,Low,1.221878,74.083,79.972,67.361
Nepal,NPL,2000,2.5855575,Low,1.4861864,74.083,79.972,67.361
Nepal,NPL,2001,3.3979707,Low,2.2800064,74.083,79.972,67.361
Nepal,NPL,2002,3.3869965,Low,17.495535,74.083,79.972,67.361
Nepal,NPL,2003,2.9474854,Low,6.7437835,74.083,79.972,67.361
Nepal,NPL,2004,3.599451,Low,9.444712,74.083,79.972,67.361
Nepal,NPL,2005,3.3402941,Low,5.3224044,74.083,79.972,67.361
Nepal,NPL,2006,2.30024,Low,2.134321,78.583,84.555,72.612
Nepal,NPL,2007,3.1482027,Low,0.11230213,86.25,90.91,81.423
Nepal,NPL,2008,3.3182619,Low,0.0,87.167,90.983,82.684
Nepal,NPL,2009,2.9822094,Low,0.0,89.75,93.369,86.131
Nepal,NPL,2010,2.9932,Low,0.0,88.75,92.756,84.244
Nepal,NPL,2011,2.4902444,Low,0.0,89.833,93.592,85.908
Nepal,NPL,2012,2.3490074,Low,0.0,90.917,94.004,87.163
Nepal,NPL,2013,2.2131686,Low,0.0,91.273,94.708,87.474
Nepal,NPL,2014,2.0318909,Low,0.0,91.091,94.52,87.117
Nepal,NPL,2015,2.020983,Low,0.0,86.182,90.405,81.959
Nepal,NPL,2016,2.1463552,Low,0.0,90.364,93.52,86.843
Nepal,NPL,2017,2.18923,Low,0.0,91.273,94.209,87.791
Nepal,NPL,2018,2.2100058,Low,0.0,91.545,94.406,88.322
Nepal,NPL,2019,2.2856154,Low,0.0,94.444,96.648,92.241
Nepal,NPL,2020,,,0.0,94.0,96.67,91.107
Nepal,NPL,2021,,,0.0,95.333,96.89,93.555
Netherlands,NLD,1990,0.90333945,Undefined,0.0133828055,100.0,100.0,100.0
Netherlands,NLD,1991,1.1763468,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,1992,1.2738698,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,1993,1.2589267,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,1994,1.1140443,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,1995,1.2494603,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,1996,1.3579073,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,1997,1.3307823,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,1998,1.1194081,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,1999,1.2837956,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,2000,1.1321371,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,2001,1.2639507,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,2002,1.2144206,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,2003,1.2525128,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,2004,1.1793009,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,2005,1.0699902,Very Low,0.0,100.0,100.0,100.0
Netherlands,NLD,2006,0.784041,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2007,0.8724176,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2008,0.9112575,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2009,0.93128973,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2010,0.8665763,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2011,0.85621196,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2012,0.86385113,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2013,0.7410766,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2014,0.725489,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2015,0.610289,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2016,0.548921,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2017,0.76712084,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2018,0.5785014,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2019,0.62776226,Undefined,0.0,100.0,100.0,100.0
Netherlands,NLD,2020,0.61372364,Undefined,0.0,99.4,99.946,98.854
Netherlands,NLD,2021,0.65136546,Undefined,0.0,99.0,99.884,98.116
New Zealand,NZL,1990,1.8646106,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,1991,1.539586,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,1992,1.8852232,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,1993,1.1590061,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,1994,1.5700786,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,1995,1.0615443,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,1996,1.2873957,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,1997,1.5890453,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,1998,1.2860744,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,1999,1.173864,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2000,1.3488045,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2001,1.3111961,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2002,1.5195322,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2003,1.0945435,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2004,1.1025605,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2005,1.4760036,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2006,1.1722549,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2007,1.1370382,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2008,1.1971161,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2009,1.5570943,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2010,0.9893385,Undefined,0.0,99.8,99.99,99.61
New Zealand,NZL,2011,0.89015305,Undefined,0.0,99.8,99.99,99.61
New Zealand,NZL,2012,0.92964524,Undefined,0.0,99.8,99.99,99.61
New Zealand,NZL,2013,1.0335582,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2014,0.95255077,Undefined,0.0,99.8,99.99,99.61
New Zealand,NZL,2015,1.0456172,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2016,1.0711039,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2017,0.7374241,Undefined,0.0,99.8,99.99,99.61
New Zealand,NZL,2018,1.5500588,Very Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2019,2.601313,Low,0.0,99.8,99.99,99.61
New Zealand,NZL,2020,,,0.0,99.8,99.99,99.61
New Zealand,NZL,2021,,,0.0,99.8,99.99,99.61
Nicaragua,NIC,1990,15.894716,High,0.9224604,90.0,94.664,85.336
Nicaragua,NIC,1991,16.915901,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,1992,18.657509,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,1993,16.833498,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,1994,15.674794,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,1995,14.972694,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,1996,13.756154,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,1997,13.86857,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,1998,12.845378,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,1999,11.1091795,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,2000,9.291027,Medium,0.0,90.545,93.272,87.819
Nicaragua,NIC,2001,10.341313,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,2002,10.534311,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,2003,11.929224,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,2004,11.993562,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,2005,13.3646755,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,2006,13.056503,High,0.0,90.545,93.272,87.819
Nicaragua,NIC,2007,12.733052,High,0.0,92.909,95.218,90.419
Nicaragua,NIC,2008,12.9401045,High,0.0,92.909,95.218,90.419
Nicaragua,NIC,2009,13.897943,High,0.0,92.909,95.218,90.419
Nicaragua,NIC,2010,13.405664,High,0.0,92.909,95.218,90.419
Nicaragua,NIC,2011,12.418905,High,0.0,92.909,95.218,90.419
Nicaragua,NIC,2012,11.159739,High,0.0,92.909,95.218,90.419
Nicaragua,NIC,2013,9.706867,Medium,0.0,92.364,94.361,89.821
Nicaragua,NIC,2014,8.45591,Medium,0.0,92.364,94.361,89.821
Nicaragua,NIC,2015,8.319312,Medium,0.0,92.364,94.361,89.821
Nicaragua,NIC,2016,7.0900507,Medium,0.0,92.364,94.361,89.821
Nicaragua,NIC,2017,6.650689,Medium,0.0,92.1,94.535,89.665
Nicaragua,NIC,2018,10.376991,High,0.0,88.6,91.554,85.246
Nicaragua,NIC,2019,7.7281795,Medium,0.0,88.25,91.265,85.135
Nicaragua,NIC,2020,,,0.0,91.0,92.962,89.038
Nicaragua,NIC,2021,11.006432,High,0.0,92.0,93.675,90.125
Niger,NER,1990,,,2.3893008,81.0,92.291,69.709
Niger,NER,1991,,,0.46325034,81.0,92.291,69.709
Niger,NER,1992,,,0.32556316,81.0,92.291,69.709
Niger,NER,1993,,,0.0,81.0,92.291,69.709
Niger,NER,1994,,,0.526686,81.0,92.291,69.709
Niger,NER,1995,,,0.66232455,81.0,92.291,69.709
Niger,NER,1996,,,0.0,81.0,92.291,69.709
Niger,NER,1997,,,0.7051512,81.0,92.291,69.709
Niger,NER,1998,,,1.3542248,81.0,92.291,69.709
Niger,NER,1999,,,0.0,81.0,92.291,69.709
Niger,NER,2000,,,0.0,76.182,82.793,69.571
Niger,NER,2001,,,0.0,76.182,82.793,69.571
Niger,NER,2002,,,0.0,76.182,82.793,69.571
Niger,NER,2003,,,0.0,76.182,82.793,69.571
Niger,NER,2004,,,0.029924689,76.182,82.793,69.571
Niger,NER,2005,,,0.0,76.182,82.793,69.571
Niger,NER,2006,,,0.0,76.182,82.793,69.571
Niger,NER,2007,,,0.54370165,76.182,82.793,69.571
Niger,NER,2008,,,0.30410513,76.182,82.793,69.571
Niger,NER,2009,,,0.0,76.182,82.793,69.571
Niger,NER,2010,,,0.0,76.182,82.297,69.339
Niger,NER,2011,4.8081617,Low,0.017357979,76.182,82.297,69.339
Niger,NER,2012,4.3888946,Low,0.0,77.818,83.662,71.611
Niger,NER,2013,,,0.1661913,65.111,74.135,56.087
Niger,NER,2014,,,0.0,65.111,74.135,56.087
Niger,NER,2015,,,2.648035,65.111,74.135,56.087
Niger,NER,2016,,,1.4339147,65.111,74.135,56.087
Niger,NER,2017,,,0.81424516,64.222,72.565,53.657
Niger,NER,2018,,,0.8238451,78.222,85.014,70.986
Niger,NER,2019,,,2.0304222,68.778,74.916,62.862
Niger,NER,2020,,,3.431463,59.556,65.531,53.58
Niger,NER,2021,,,4.6886034,68.625,73.631,64.619
Nigeria,NGA,1990,,,0.08402103,81.867,88.426,74.107
Nigeria,NGA,1991,,,0.38900405,81.867,88.426,74.107
Nigeria,NGA,1992,,,0.94028825,81.867,88.426,74.107
Nigeria,NGA,1993,,,1.143269,81.867,88.426,74.107
Nigeria,NGA,1994,,,0.08155051,81.867,88.426,74.107
Nigeria,NGA,1995,,,0.0,81.867,88.426,74.107
Nigeria,NGA,1996,,,0.072100535,81.867,88.426,74.107
Nigeria,NGA,1997,,,0.49388713,81.867,88.426,74.107
Nigeria,NGA,1998,,,0.27680054,81.867,88.426,74.107
Nigeria,NGA,1999,,,2.9399586,81.867,88.426,74.107
Nigeria,NGA,2000,,,1.6971643,81.867,88.426,74.107
Nigeria,NGA,2001,,,1.8723344,81.867,88.426,74.107
Nigeria,NGA,2002,,,0.451448,81.867,88.426,74.107
Nigeria,NGA,2003,,,0.32001248,81.867,88.426,74.107
Nigeria,NGA,2004,,,1.5267974,81.867,88.426,74.107
Nigeria,NGA,2005,,,0.11531011,81.867,88.426,74.107
Nigeria,NGA,2006,,,0.13857156,81.867,88.426,74.107
Nigeria,NGA,2007,,,0.067433596,81.867,88.426,74.107
Nigeria,NGA,2008,,,0.2487162,81.867,88.426,74.107
Nigeria,NGA,2009,,,0.27970108,81.867,88.426,74.107
Nigeria,NGA,2010,,,0.5517143,80.5,87.564,72.302
Nigeria,NGA,2011,,,1.1005433,80.5,87.564,72.302
Nigeria,NGA,2012,,,1.1471347,79.533,86.465,71.401
Nigeria,NGA,2013,,,1.8818021,82.182,89.529,72.653
Nigeria,NGA,2014,,,5.538552,82.182,89.529,72.653
Nigeria,NGA,2015,,,4.61478,83.091,90.276,74.088
Nigeria,NGA,2016,33.604195,Very High,2.023142,84.0,91.707,73.293
Nigeria,NGA,2017,,,1.8439667,80.0,88.358,69.642
Nigeria,NGA,2018,,,1.5731828,78.5,87.099,68.901
Nigeria,NGA,2019,21.74079,Very High,1.1239299,78.5,86.97,68.03
Nigeria,NGA,2020,,,1.3977997,74.0,83.578,63.422
Nigeria,NGA,2021,,,1.4236088,83.0,88.856,76.944
North Macedonia,MKD,1990,,,0.0,93.6,97.595,89.605
North Macedonia,MKD,1991,,,0.0,89.5,94.022,84.978
North Macedonia,MKD,1992,,,0.0,89.0,93.325,84.675
North Macedonia,MKD,1993,,,0.0,93.5,97.305,89.695
North Macedonia,MKD,1994,,,0.0,93.167,96.872,89.461
North Macedonia,MKD,1995,,,0.0,93.5,97.32,89.68
North Macedonia,MKD,1996,,,0.0,93.5,97.32,89.68
North Macedonia,MKD,1997,,,0.0,93.5,97.32,89.68
North Macedonia,MKD,1998,2.384685,Low,0.0,93.333,97.113,89.554
North Macedonia,MKD,1999,1.8776759,Very Low,0.3458872,90.0,93.821,86.179
North Macedonia,MKD,2000,2.3062556,Low,0.0,87.833,93.086,82.247
North Macedonia,MKD,2001,2.6785054,Low,3.2141955,68.167,74.737,61.597
North Macedonia,MKD,2002,2.905939,Low,0.0,84.333,91.017,77.65
North Macedonia,MKD,2003,3.3797772,Low,0.0,91.833,95.149,88.184
North Macedonia,MKD,2004,2.360451,Low,0.0,90.0,93.989,86.011
North Macedonia,MKD,2005,,,0.0,96.692,98.366,94.557
North Macedonia,MKD,2006,2.2103956,Low,0.0,96.692,98.42,94.657
North Macedonia,MKD,2007,2.0158503,Low,0.0,96.615,98.379,94.544
North Macedonia,MKD,2008,1.6776698,Very Low,0.0,96.615,98.501,94.576
North Macedonia,MKD,2009,1.6748115,Very Low,0.0,96.692,98.337,94.586
North Macedonia,MKD,2010,2.053655,Low,0.0,96.692,98.51,94.567
North Macedonia,MKD,2011,1.4305472,Very Low,0.0,96.692,98.615,94.616
North Macedonia,MKD,2012,1.3812957,Very Low,0.0,96.692,98.396,94.681
North Macedonia,MKD,2013,1.046515,Very Low,0.0,97.545,99.239,95.67
North Macedonia,MKD,2014,1.662478,Very Low,0.0,97.636,99.066,95.661
North Macedonia,MKD,2015,1.1859796,Very Low,0.0,95.818,97.946,93.509
North Macedonia,MKD,2016,0.90039027,Undefined,0.0,96.333,99.241,93.426
North Macedonia,MKD,2017,1.467818,Very Low,0.0,96.556,99.182,93.929
North Macedonia,MKD,2018,1.1828771,Very Low,0.0,95.444,99.175,91.714
North Macedonia,MKD,2019,1.1351941,Very Low,0.0,95.556,99.111,92.0
North Macedonia,MKD,2020,,,0.0,94.444,99.085,89.804
North Macedonia,MKD,2021,,,0.0,94.444,99.085,89.804
Norway,NOR,1990,1.1080631,Very Low,0.0,99.929,99.996,99.861
Norway,NOR,1991,1.1731894,Very Low,0.0,99.929,99.996,99.861
Norway,NOR,1992,1.0731223,Very Low,0.0,99.929,99.996,99.861
Norway,NOR,1993,0.8812338,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,1994,0.7609403,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,1995,0.96345025,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,1996,0.98139685,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,1997,0.8625908,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,1998,0.8574635,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,1999,0.73955506,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,2000,1.0687563,Very Low,0.0,99.929,99.996,99.861
Norway,NOR,2001,0.81966907,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,2002,1.0135647,Very Low,0.0,99.929,99.996,99.861
Norway,NOR,2003,,,0.0,99.929,99.996,99.861
Norway,NOR,2004,0.7839248,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,2005,0.71371585,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,2006,0.7079893,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,2007,0.63699996,Undefined,0.0,99.929,99.996,99.861
Norway,NOR,2008,0.71298945,Undefined,0.0,99.786,99.932,99.64
Norway,NOR,2009,0.6005136,Undefined,0.0,99.786,99.932,99.64
Norway,NOR,2010,0.59307843,Undefined,0.0,99.929,99.995,99.862
Norway,NOR,2011,2.2408123,Low,0.0,99.929,99.995,99.862
Norway,NOR,2012,0.53794974,Undefined,0.0,99.929,99.995,99.862
Norway,NOR,2013,0.90539265,Undefined,0.0,99.929,99.995,99.862
Norway,NOR,2014,0.56443036,Undefined,0.0,99.929,99.995,99.862
Norway,NOR,2015,0.462396,Undefined,0.0,99.929,99.995,99.862
Norway,NOR,2016,0.51560277,Undefined,0.0,99.929,99.995,99.862
Norway,NOR,2017,0.530565,Undefined,0.0,99.929,99.995,99.862
Norway,NOR,2018,0.47060418,Undefined,0.0,99.167,99.93,98.403
Norway,NOR,2019,0.5235329,Undefined,0.0,97.5,98.724,96.276
Norway,NOR,2020,0.5762254,Undefined,0.0,100.0,100.0,100.0
Norway,NOR,2021,0.5367368,Undefined,0.0,100.0,100.0,100.0
Oman,OMN,1990,,,0.0,98.857,99.571,98.143
Oman,OMN,1991,,,0.0,98.857,99.571,98.143
Oman,OMN,1992,,,0.0,98.857,99.571,98.143
Oman,OMN,1993,,,0.0,98.857,99.571,98.143
Oman,OMN,1994,,,0.0,99.0,99.658,98.342
Oman,OMN,1995,,,0.0,99.0,99.658,98.342
Oman,OMN,1996,,,0.0,96.667,99.084,93.916
Oman,OMN,1997,,,0.0,96.667,99.084,93.916
Oman,OMN,1998,,,0.0,96.667,99.084,93.916
Oman,OMN,1999,,,0.0,96.667,99.084,93.916
Oman,OMN,2000,,,0.0,96.667,99.084,93.916
Oman,OMN,2001,,,0.0,96.667,99.084,93.916
Oman,OMN,2002,1.1648909,Very Low,0.0,96.667,99.084,93.916
Oman,OMN,2003,1.4393815,Very Low,0.0,96.667,99.084,93.916
Oman,OMN,2004,1.7011935,Very Low,0.0,96.667,99.084,93.916
Oman,OMN,2005,2.107195,Low,0.0,96.667,99.084,93.916
Oman,OMN,2006,4.7253637,Low,0.0,96.667,99.084,93.916
Oman,OMN,2007,1.4199636,Very Low,0.0,96.667,99.084,93.916
Oman,OMN,2008,1.7728968,Very Low,0.0,96.708,99.095,94.072
Oman,OMN,2009,1.3716216,Very Low,0.0,96.708,99.095,94.072
Oman,OMN,2010,1.6655595,Very Low,0.0,96.708,99.095,94.072
Oman,OMN,2011,1.0602238,Very Low,0.0,96.708,99.095,94.072
Oman,OMN,2012,1.1030726,Very Low,0.0,96.708,99.095,94.072
Oman,OMN,2013,2.5414758,Low,0.0,96.708,99.095,94.072
Oman,OMN,2014,0.29930654,Undefined,0.0,96.708,99.095,94.072
Oman,OMN,2015,0.38169974,Undefined,0.0,96.708,99.095,94.072
Oman,OMN,2016,0.36379594,Undefined,0.0,96.708,99.095,94.072
Oman,OMN,2017,0.3742965,Undefined,0.0,96.364,98.911,93.271
Oman,OMN,2018,0.28253767,Undefined,0.0,96.364,98.911,93.271
Oman,OMN,2019,0.49969932,Undefined,0.0,95.375,98.724,91.526
Oman,OMN,2020,0.30813938,Undefined,0.0,94.667,97.929,90.737
Oman,OMN,2021,0.24333748,Undefined,0.0,87.333,91.854,82.813
Pakistan,PAK,1990,7.112651,Medium,0.32838282,87.143,90.714,82.715
Pakistan,PAK,1991,,,0.022650328,87.143,90.714,82.715
Pakistan,PAK,1992,,,0.04085796,87.143,90.714,82.715
Pakistan,PAK,1993,,,0.026285056,87.143,90.714,82.715
Pakistan,PAK,1994,,,0.09981033,87.143,90.714,82.715
Pakistan,PAK,1995,,,0.08338499,87.143,90.714,82.715
Pakistan,PAK,1996,6.603281,Medium,0.034247868,87.143,90.714,82.715
Pakistan,PAK,1997,6.583162,Medium,0.07500163,87.143,90.714,82.715
Pakistan,PAK,1998,7.043081,Medium,0.09898532,87.143,90.714,82.715
Pakistan,PAK,1999,6.2340317,Medium,0.04074967,87.143,90.714,82.715
Pakistan,PAK,2000,5.7692585,Medium,0.0595971,85.286,89.949,80.622
Pakistan,PAK,2001,6.025083,Medium,0.018842123,85.286,89.949,80.622
Pakistan,PAK,2002,5.7980137,Medium,0.07288862,82.143,87.189,77.097
Pakistan,PAK,2003,5.600543,Medium,0.16059764,82.143,87.189,77.097
Pakistan,PAK,2004,5.633799,Medium,0.25373775,83.542,86.948,79.719
Pakistan,PAK,2005,5.6098423,Medium,0.07856762,83.542,86.948,79.719
Pakistan,PAK,2006,5.6427255,Medium,0.25214806,83.0,86.831,79.003
Pakistan,PAK,2007,5.8024063,Medium,0.8157229,83.958,87.396,80.104
Pakistan,PAK,2008,6.485706,Medium,2.4767125,83.958,87.396,80.104
Pakistan,PAK,2009,6.5699496,Medium,3.9521735,83.958,87.396,80.104
Pakistan,PAK,2010,6.7830777,Medium,3.7165508,83.077,86.563,79.591
Pakistan,PAK,2011,6.978756,Medium,1.7315975,83.077,86.563,79.591
Pakistan,PAK,2012,6.847477,Medium,1.7323929,83.077,86.563,79.591
Pakistan,PAK,2013,6.78736,Medium,1.3869845,83.667,86.926,80.407
Pakistan,PAK,2014,6.37498,Medium,1.703228,83.667,86.926,80.407
Pakistan,PAK,2015,4.496389,Low,1.1504043,84.818,87.947,81.69
Pakistan,PAK,2016,3.9882948,Low,0.50579596,85.455,88.281,82.446
Pakistan,PAK,2017,3.8058107,Low,0.4177842,85.0,88.411,81.389
Pakistan,PAK,2018,3.7504869,Low,0.22208925,84.5,88.165,80.635
Pakistan,PAK,2019,3.6512518,Low,0.14420496,83.333,87.293,79.373
Pakistan,PAK,2020,3.7368493,Low,0.14876974,84.944,88.915,80.418
Pakistan,PAK,2021,3.9787881,Low,0.18884875,84.333,88.606,79.394
Panama,PAN,1990,11.34709,High,0.0,79.333,93.172,64.828
Panama,PAN,1991,11.750395,High,0.0,79.333,93.172,64.828
Panama,PAN,1992,12.175157,High,0.0,79.333,93.172,64.828
Panama,PAN,1993,11.812083,High,0.0,79.333,93.172,64.828
Panama,PAN,1994,12.13654,High,0.0,79.333,93.172,64.828
Panama,PAN,1995,13.880364,High,0.0,79.333,93.172,64.828
Panama,PAN,1996,8.947883,Medium,0.0,79.333,93.172,64.828
Panama,PAN,1997,11.138647,High,0.0,79.333,93.172,64.828
Panama,PAN,1998,9.739439,Medium,0.0,79.333,93.172,64.828
Panama,PAN,1999,9.683601,Medium,0.0,79.333,93.172,64.828
Panama,PAN,2000,9.960917,Medium,0.0,87.833,94.792,79.208
Panama,PAN,2001,9.9966545,Medium,0.0,87.833,94.792,79.208
Panama,PAN,2002,12.047458,High,0.0,87.833,94.792,79.208
Panama,PAN,2003,10.592128,High,0.0,87.833,94.792,79.208
Panama,PAN,2004,9.496469,Medium,0.0,87.833,94.792,79.208
Panama,PAN,2005,11.010724,High,0.0,87.833,94.792,79.208
Panama,PAN,2006,6.560641,Medium,0.0,87.833,94.792,79.208
Panama,PAN,2007,8.130285,Medium,0.0,87.833,94.792,79.208
Panama,PAN,2008,14.10475,High,0.0,87.833,94.792,79.208
Panama,PAN,2009,15.7894335,High,0.0,87.833,94.792,79.208
Panama,PAN,2010,12.694496,High,0.0,87.833,94.792,79.208
Panama,PAN,2011,14.883397,High,0.0,87.833,94.792,79.208
